revision,author,date,title,changed file,insertion,deletion
92659bacda53da782c84dff44d3caa2590dbc7cc,Xizhi Zhu,2012-03-15 10:26:39 +0100,Make sure QGlobalNetworkProxy is created for QNetworkProxy.,1,8,0
8ca1c93a15b03c8bcba56bfa203e973fcb185c10,John Peterson,2012-09-17 21:59:22 +0200,define QT_OPEN_LARGEFILE,1,1,0
95cb2a1b5caf7d7158dd1176380c1458ea22b54f,Thiago Macieira,2011-12-18 15:33:52 +0100,Fix access to uninitialised memory that might lead to crashes,1,5,0
a203debb0bae8b342372f18dd0c5db7a33ff2b44,Jan-Arve Saether,2011-12-22 11:21:47 +0100,Fix regression,1,31,19
a5b01032b63a5f02bbecfe0a94e0c50a4521b21a,Olivier Goffart,2012-05-11 10:34:03 +0200,Fix warning with GCC,2,2,2
fbdf76771c50294f0a1c0b450f50affc2100b30a,Stephen Kelly,2012-03-19 12:16:12 +0100,Reserve a virtual method for use with a feature in Qt 5.1.,2,12,0
f948bb3c6c6d14f5d5f209f9be720998a81df145,Konstantin Ritt,2012-04-23 06:00:16 +0300,qunicodetables generator: improve the output and the generated code,3,142,119
96fe7dad3858920a63bc8236e0c02b38789751cd,Shane Kearns,2012-04-13 14:13:18 +0100,Set ConnectInBackground also for http implementation,1,3,1
0ee9b6831a4385d8a7b208220ed82ec6bf538b4e,Marc Mutz,2012-03-06 22:45:17 +0100,QtSql: make some constructors explicit,3,5,5
c42a969b2fecc117f0c77fded008cc1b4f897bb3,Stephen Kelly,2012-01-09 13:01:23 +0100,Rename internal method check to doCheck,2,6,18
8a3706a5a1a9d5839327ede3fa625da8f3c34979,Dmytro Poplavskiy,2012-08-16 14:45:46 +1000,Camera integration test fixes,1,11,11
944d2e2f743772002b146b36361be8fd29177363,Jian Liang,2012-04-14 15:13:20 +0800,Initialize reference count for QWindowsMsaaAccessible,1,1,0
250e4c9ddfa2262f2f94f1a3b5e3e77409c2ec05,Frederik Gladhorn,2012-10-25 14:03:56 +0200,Change organisation to Qt Project.,1,2,2
7c2160dd05f80e1bd4d106c20ff18cd77a1477e6,Stephen Kelly,2012-07-19 14:14:31 +0200,Test that the package configs for QtXmlPatterns work.,5,90,0
69e3e544864e55ebe42df035daf3bf66e25c820f,Kent Hansen,2012-02-06 20:42:33 +0100,Add QMetaMethodBuilder::parameterTypes() function,3,44,1
43619db05d55ca619dac11fdb7327b2b45507cb9,Lars Knoll,2012-11-20 13:34:06 +0100,Emit destroyed() signal before children get deleted,3,119,1
06887461548bebcb7aa47f5cb06d421d8fd40944,Robin Burchell,2012-05-02 13:31:48 +0200,Add Android to conditionals around langinfo.h usage.,1,5,3
3e122f483e238caacf597ea3ac50262f5564bc41,Thiago Macieira,2011-10-20 00:08:22 +0200,Port to the new QUrl API,1,4,2
4d238a5684d2e678c309d0ae8ed7f76a5f2bd682,Tasuku Suzuki,2012-05-22 07:57:55 +0900,move inputMethodQuery() to public in subclasses of QWidget,3,4,3
4c7e950aad0ed7b2bc114b3ffd5c73f7a433af52,Thiago Macieira,2011-09-02 20:43:50 +0200,Mark QUrl::{to,6,842,797
372cc6b506d661608a3070169046f570309cdb00,Andy Shaw,2012-08-03 15:25:48 +0200,Add the filters for extra compilers for vcxproj files,1,8,0
1b7da9e0adf8a2638061d75e2697177be20ddc72,Ling Hu,2012-06-21 16:18:05 +1000,Fixed some crash with WMF backend,6,51,25
2e4e283d41766b558f91fe19bc8bbc3bb765154f,Thiago Macieira,2012-05-23 15:57:06 +0200,Use the QT_STRINGIFY macro,1,5,7
b9bb115972b0a6e6c21f2cccc6abe9b7e720bed5,Thomas McGuire,2012-07-10 09:06:11 +0200,Fix showNormal() and friends for platforms with fullscreen hint,2,4,4
01bfcfba0287fa7e9e051e2540ebbdb01fee5a9e,Alan Alpert,2012-02-28 11:30:16 +1000,Move some toys back to examples,43,1050,1047
d21f28956e494baae311dc6d8f9dfbd4448965b5,Samuli Piippo,2012-01-26 12:52:44 +0100,Add concurrent to QT_CONFIG also on Windows,1,2,0
db347ec2f8949da0bcbc28f2d2c43c213bd89cfe,Pierre Rossi,2012-03-30 22:33:05 +0200,Return early in QRawFont::setPixelSize.,1,1,1
18b26d1fbf92fd03d220f051b5bede64c946a748,Thiago Macieira,2011-10-18 00:32:52 +0200,Quick optimisations to QString: no const-ref for QLatin1XXX,1,4,4
32edd16e2bc4ae5a3503f9d8100f689cceea7590,Thiago Macieira,2012-05-23 18:39:36 +0200,Merge QtSharedPointer::Basic into QtSharedPointer::ExternalRefCount,1,27,54
f235ca4079043e6d5e37a204e52e9e482dc4db2c,Jan-Arve Saether,2012-07-02 15:11:38 +0200,Enable modularization of translation files.,5,108,18
855bac63682c0f6cb604f1b41956a7b13e5d0518,Joerg Bornemann,2012-07-16 11:11:06 +0200,QWidget::showFullScreen fixed for widgets with valid size hint,1,4,0
e5f77fe31be0ea2c891eacd3e866bb9db4e0a238,Shane Kearns,2012-05-10 16:37:57 +0100,Add test case for link local TCP connections,1,83,0
ead0e0029a8f1b41b25ae676b030fce51090269d,Sergio Ahumada,2012-10-22 14:08:01 +0200,test: Fix tst_QDir.equalityOperator(),1,1,1
b9fd262ee0040cbddb1a87d15335372054881122,Andrew den Exter,2012-02-02 14:52:09 +1000,Fix or ignore test qdeclarativetextinput test failures.,3,31,34
953d620489f883100da748a922962d0f95314815,J-P Nurmi,2012-09-07 14:58:43 +0200,Remove tst_qquicktextedit::alignments(),11,0,91
bfad100013c3273c8795a0a6ea13a2c2261e68d1,Andreas Holzammer,2012-04-19 20:18:21 +0200,Compile fix if QT_NO_CLIPBOARD defined,2,12,0
d1cf1cc364463c196dfc99f04328755a67476569,Kent Hansen,2012-08-10 12:28:11 +0200,Suppress JavaScriptCore 'LEAK' messages at application exit,2,5,0
a912b14c755137ed5529854027b9ab3f7e06c5e9,Stephen Kelly,2012-08-18 13:05:16 +0200,Add automatic metatype registration for invokable methods.,5,312,11
dd7befcfd84a9a648fa467dda3fe45988bfc5604,Oswald Buddenhagen,2012-02-03 18:28:54 +0100,scope context saving more minimally,1,6,6
0909c01b2f5d3a466fe6094a501a2893170e2616,Martin Smith,2012-05-11 13:18:52 +0200,qdoc: Fixed a regression bug caused by fixing error messages,5,19,37
3d3c5dc44e28f1e9cfef12f6ccb881a3c0060c7a,Marc Mutz,2012-07-25 10:04:58 +0200,QMessageLogger: make member functions const,2,17,17
3a47c13fa655674aa1d3ff8e82bf67b83d42b285,Johannes Zellner,2012-03-12 17:52:27 +0100,remove obsolete qudevhelper and adopt mouse and touch plugins,14,575,459
fb6d83cca59930345231161c1d6bfdf79fe25807,Johannes Zellner,2012-05-15 12:43:08 -0700,udev: improve device discovery with udev for add/remove,1,10,5
e63eceabc43d273641e9239e6dfcc60e2f8aeec7,Friedemann Kleint,2012-11-28 16:51:34 +0100,Fix compiler warnings in ActiveQt (MSVC/MinGW).,8,38,38
d16b852410542268e815e3fc3e895ab0c9b4f625,Andreas Holzammer,2012-05-14 08:37:25 +0200,Fixed MSVC2011 build,5,10,10
525ec093b4c74b9e04ee35135975cf61e32c73fd,Kevin Funk,2012-08-14 16:05:52 +0200,WinCE: Fix call of GetAncestor in setParent_sys(),1,9,0
c09b8094c16d6b2934e76d520aa3e355ad675310,Bea Lam,2012-08-20 15:27:07 +1000,Remove some incorrect animation docs,1,13,17
01669a3cd270f66de1bf985c4630a708e9872a83,Girish Ramakrishnan,2012-04-23 06:18:19 +0200,api: remove references to inputPanel.,5,0,39
0b3f46014764d6e35da321bbba2d0232ec99d1b1,Eskil Abrahamsen Blomfeldt,2012-05-24 15:51:27 +0200,Uses new batching API to potentially speed up glyph cache,4,97,11
7ba9a789c930b420e970e50d3ffba7f408fd8f8c,Friedemann Kleint,2012-01-09 12:51:13 +0100,Fix Qt IPC-test on Windows.,8,273,148
98ed7bd83e5903379c75e0abb386b27679cba6bb,Denis Shienkov,2012-09-07 18:02:30 +0400,For Win32 API,4,62,62
770175045a308b823a7f0faa5d5530836532cc00,Laszlo Agocs,2012-07-25 11:52:07 +0300,Update only dirty areas in kms backingstore,2,36,3
e0cf8cf5f122c9b7ecd5bc532591cdb138c71877,David Faure,2012-05-22 13:56:45 +0200,Fix crash when using QCoreApplication::applicationName in a global static,1,1,1
c18c209eebc4c2480bc75bfed70a46641bba936b,Kai Koehne,2012-08-28 16:49:37 +0200,Fix compiler warnings from MSVC2010,3,11,2
f449cefc27fc321f96aadbcb0f0a46e6f7a2b0b4,Frederik Gladhorn,2012-02-12 12:35:12 +0100,Remove AccessibilityPrepare event.,5,0,15
67d7f55db6a29bd96f3834979e0789a6a444320f,Giuseppe D'Angelo,2012-04-13 19:01:16 +0100,qHash: two arguments support for simple integer types (and QChar),1,16,16
1f461ac45bfa8887261510a95fb33a346d68eaba,aavit,2012-06-06 15:16:49 +0200,Namespace the bundled zlib symbols,5,59,39
0f1be99881883b28a80f0e5f276ea3bb544a9611,Andrew den Exter,2012-03-12 12:49:01 +1000,Remove unused functions from QQuickTextControl.,3,0,127
adb8811e960876fa00eff621364edba8a79936f7,Martin Jones,2012-03-25 12:37:08 +1000,PathView was missing the maximumFlickVelocity property,4,123,24
3b69fa6bc70efe6f14cb67546812f611b891709c,Friedemann Kleint,2012-03-09 11:38:55 +0100,Implement QSystemTrayIcon for X11.,5,159,275
0d6f1ef58837fc34216634210d1f831180a7b134,Mitch Curtis,2012-09-12 15:44:22 +0200,Remove documentation for non-existent QLineEdit functions.,1,0,156
755cd58f9c70eba0c67da8b2b504fd7a07a2c4e2,Xizhi Zhu,2012-01-23 18:45:45 +0100,Remove Symbian specific code in 3rdparty.,4,4,105
e1cee9222df8e078587a8539e40ce9a8ef914093,Bradley T. Hughes,2012-05-14 09:22:40 +0200,Split Q_COMPILER_DEFAULT_DELETE_MEMBERS,2,25,8
46fe591a534d85090ff94136598a9272f1e0c20a,Oliver Wolff,2012-11-15 11:34:09 +0100,Windows: Fixed mouse events related to size grips,1,0,9
55070e863710d49dd4b09903be9a85ea94dff1fe,Shane Kearns,2012-04-27 11:31:58 +0100,Connect bearer engines to manager with QueuedConnection,1,8,4
0f48d1a52327695d7c9d3d9753fedc366e2fd878,Lars Knoll,2012-01-25 13:58:17 +0100,Remove QIconEngineV2 and fold it into QIconEngine,11,70,299
0fe8a713351ae7754cfe4704cb2ec0b8c6a00ece,Andrew den Exter,2012-02-09 12:57:12 +1000,Fix QQDeclarativeText expected failure.,1,1,2
bbc098ab9fde2caefa8e373a0fcdadfa95edddda,Friedemann Kleint,2011-12-19 12:05:59 +0100,Windows: Remove Window from list before calling DestroyWindow.,1,2,2
36ff2e99f7474c93b3a8f6578a2717dad81034d7,Thiago Macieira,2012-04-20 13:59:30 +0200,Use a QMap instead of a QHash for the regexp flags,2,2,2
92464faea924b46c8ef2759b88a166dd3cf2e9d3,Olivier Goffart,2011-12-15 12:39:40 +0100,Q_STATIC_ASSERT: fix C style cast,1,1,1
fd85b61d1716c3da5cea8c6bde054b79fd5187fc,Friedemann Kleint,2012-07-02 12:24:12 +0200,Fix internal compiler error of MSVC2012.,1,6,5
dfdea38c843d1ee915e10ee72e6371ced7cd9bd0,Andrew den Exter,2012-03-05 18:19:20 +1000,Decouple QSGDistanceFieldGlyphNode from it's cache manager.,9,99,83
ce81da52ea1fffa67188e19eb9dbba66501dd82f,Gatis Paeglis,2012-10-03 14:53:33 +0200,Make sure timestamp is initialized before using it for seting selection owner.,3,58,1
739579d15a93db09c6c313e3d5eb3a7f41badae5,Jan-Arve Saether,2012-04-24 09:45:43 +0200,Add QDebug operator<< for QAccessibleEvent,2,17,0
12491f35bbea7008b15fb0ba0ee7ea5bf6eb6b6c,Laszlo Agocs,2012-08-15 18:17:38 +0300,Fix transformation in eglfs backingstore,1,2,2
b87c5cff24229b1bcc77ac68699f2f03acabc9e7,Rafael Roquetto,2012-06-08 15:20:35 +0200,Support other platform names on configure.exe,2,60,6
e481ea595e97456aec35e6a62d3ada62cddd0c2b,J-P Nurmi,2012-12-10 14:09:55 +0100,QApplication docs: restore console mode -snippet,2,25,14
1d500479de36c8d7709a5a029c9bdd57a52c1077,Thiago Macieira,2012-05-03 15:43:50 +0200,Change uses of {to,7,15,15
ed74ec4c40f1476c545bcaacb12fe3a607172035,Bea Lam,2012-03-05 18:05:40 +1000,refilled items should be moved immediately,10,97,26
b184dd0a01fda019d5a0960f6d074b6391dba655,Kent Hansen,2012-02-02 14:20:24 +0100,Bring qmetaobjectbuilder in sync with moc,4,360,15
7334cae9a5f95f6b524e272ea8741c0af1b6e03a,Nico Vertriest,2012-12-10 14:36:02 +0100,Hardcoded url for Mac Os X Aqua QTBUG-28500,1,2,2
786341fda11530128a92ac9cbe8f2c235d559210,Toby Tomkins,2012-06-22 13:16:43 +1000,tst_qgraphicsview hoverLeave regressed,1,3,0
cf9264bb6b48d0a75932a36e7be057f42fbf84ea,Lars Knoll,2012-05-27 05:04:48 +0200,Remove QFactoryInterface from bearer plugins,8,1,52
a23da5fd6bca918366cfe744270e590905e97412,David Faure,2012-08-01 17:28:39 +0200,Add bool QStandardPaths::isTestModeEnabled(),8,37,0
10fba42d714ad97538bbd0be6bc0b7fcb19d4688,Oswald Buddenhagen,2012-07-16 14:04:50 +0200,unifiy initialization of QMAKE_LIBS{,4,3,9
ed500477ba5a4c50ad39bea708a35a3f11456a2e,Iikka Eklund,2012-09-26 14:07:36 +0300,Update create_installer.py,2,202,120
991b91ce57f7a71cc90f3ae4e159b6a23e043af2,Holger Hans Peter Freyther,2012-01-02 17:14:38 +0100,directfb: Refer to the right class in the error message,1,1,1
79d6839306632d81b44e4ab01280f5220717b965,Oswald Buddenhagen,2012-04-23 15:07:44 +0200,introduce magicValues() function,2,9,2
d5f157c16548770374489a3c566df0e9fc19cc75,Jason McDonald,2012-04-19 21:52:07 +1000,Fix XPASS in QGraphicsWidget test on Ubuntu 11.10.,2,2,2
43ffdc3fc02eb058d7d458cb16a9c3cf07ea68eb,Gunnar Sletta,2012-03-05 10:11:16 +0100,Do not store an explicit QImage in the declarative pixmap cache.,4,65,73
ace2f5b9ef85db8fb487d1fb35b28d17ade0e6de,Denis Shienkov,2012-06-05 14:04:55 +0400,The overall optimization of the SerialPort class,2,69,461
d8fcfbc3c336b76f486ce4fc215076e96ea8090c,J-P Nurmi,2012-11-29 23:02:52 +0100,QGV: set QStyleOption::styleObject for graphics items & widgets,3,14,0
b780196a956a8ef9835397572d62197998b3e7f6,Stephen Kelly,2012-04-19 16:52:02 +0200,Add some more output to debug a flaky test.,1,8,2
3827fd2a37f72e2720da1cc2db5902286c234680,Thiago Macieira,2012-09-24 17:51:15 +0200,Add some tests for compatible and incompatible custom deleters,1,20,0
ce85e1b2286b44362f6d74fac488574db74d7387,Jerome Pasion,2012-11-06 16:20:08 +0100,"Help generator: Add a global config for ""extraFiles"".",1,1,0
1fc28ff56c93c33e4f0491c77920d8cee4e614b2,Thiago Macieira,2012-04-25 13:33:03 +0200,"Re-enable casting to and from ""ASCII"" on tst_qstring.cpp",1,13,33
e00fe22173c6594bad9c35b16e5e552c9269e8d1,Denis Shienkov,2012-03-19 22:15:01 +0400,SerialPortInfo,2,86,53
6fd1895b918c45d8404ff38319f508f0357cba27,Thiago Macieira,2012-08-16 16:12:07 +0200,Move QRecursiveMutexPrivate to qmutex.cpp and mark inline,2,15,14
33730f3b28d29748efb71355e7ee67f91e7a1f5e,Casper van Donderen,2012-07-05 14:49:10 +0200,QDoc: Fix relative URL generation for cross-linking.,1,1,1
7138c963f9d1258bc1b49cb4d63c3e2b7d0ccfda,Oswald Buddenhagen,2012-09-07 19:06:09 +0200,fix pointer abuse,1,1,1
95f31ab94dce3ccc04b9fd505b33f0734dd9fa13,Aleksei Timofeyev,2012-08-01 13:31:43 +0600,Fix incorrect use of cfgetispeed.,1,1,1
acc54f9c0a6367edddb1fb2bba40b3341f9b384c,Aaron Kennedy,2012-02-07 13:29:52 +0000,Reduce the memory used by QStringHash,4,533,232
6aa09123df99f94111b60f3117bde992fbbe7dc4,Sean Harmer,2012-06-06 11:12:25 +0100,QNX: Take nativeOrientation into account for QNX device orientations,1,25,10
5a0eb4e768435b9ce32b074e620fca33be4df2fb,Friedemann Kleint,2012-02-27 12:38:04 +0100,Fix icon loading in style sheets.,3,49,31
3e07223c85f390cfcead087a636c25c6fc6b5720,Denis Shienkov,2012-04-12 18:53:46 +0400,Added the Terminal Example description.,3,124,4
7edd623957b958d7d3db20772571810d7be9da85,Kent Hansen,2012-02-01 20:47:26 +0100,Fix QTextStream and QDebug operator<< for QLatin1String,5,45,1
9be1b6ba487f6a7547901852fc439610eb3338c7,Alan Alpert,2012-11-30 15:16:27 -0800,Remove 'com.nokia' string from autotest,62,163,163
62d427a1da7d0980d8d2992629fd3e9dd7229ab4,Morten Johan Sorvig,2012-05-07 11:11:56 +0200,Compile on Mac.,1,13,3
f6bd02317db7beadda1237df7feddd4a780415cb,Andy Shaw,2012-09-24 12:04:21 +0200,Fix XCode generator for qmake in Qt 5 after recent changes,2,31,30
443fd332f941f8c30074390ddd9e00ee40cd584d,Rohan McGovern,2012-03-06 09:54:55 +1000,Stabilize tst_QShortcut,1,1,3
93ee903da7b10326b40bc43d5f5c659d527e8814,Oswald Buddenhagen,2012-02-21 12:44:27 +0100,clean up build pass project initialization,5,24,16
903fa2e4aa0d4e0cf0e13216dd8883b5e4a7709d,Miikka Heikkinen,2012-12-10 16:11:47 +0200,Add QT_DEFAULT_QPA_PLUGIN to generated qconfig.pri,5,25,0
3cf6c2ca625e8cf7f71e5f6805aacda411e02135,Jens Bache-Wiig,2012-11-09 13:40:00 +0100,Clean up imports and move from 0.2 to 1.0,43,88,88
53fdcca36650970568f14b81814eb627cbabea43,Mithra Pattison,2012-07-10 13:26:48 +1000,Delete obsolete class methods and update related code,47,301,385
feb6211dfbee0c73b0749cfe6be8b6504ea056e6,Holger Hans Peter Freyther,2012-01-01 20:56:38 +0100,blitter: Move state updates into new methods,1,86,45
b53ea6973102e3ec2a7c84da3496b61d01070b99,Girish Ramakrishnan,2012-04-11 22:06:05 -0700,qss: fix parsing of icon style hints,1,2,3
e32ee62c7a1938c7ba331a8838120b0ea9c9ce3c,Girish Ramakrishnan,2012-07-07 08:49:12 +0530,linuxfb: raise and lower should take QFbWindow as args,3,23,25
f20266f9f43ab3956de271f696c769db02992e87,Joerg Bornemann,2012-10-01 12:56:28 +0200,fix QWidget::setWindowFilePath on Mac OS,5,25,3
cb86525df6e4721cd150dea2a2f93d1bf54f478f,Adriano Rezende,2012-02-26 17:26:49 +0100,Adjust Flickable autotest to check mouse events with transformation,2,91,0
6a6425dff5fb12bf7522dd3c0894a43336667263,Kent Hansen,2012-02-06 08:32:59 +0100,Don't hardcode the number 14 in meta-object generators,3,7,3
9d7123e4de511797585f2b33e7bf8bf07551f4f5,Robin Burchell,2012-01-20 02:35:51 +0200,Remove unnecessary sizehint overload.,2,0,11
266913a64996fb74045b191cbd8bf349b42147a9,Robin Burchell,2012-05-02 14:14:11 +0200,Stub out QDnsLookup on Android.,2,60,0
0b019fcc52560d0a7016f733cb2bea3e03893ec0,Thomas Hartmann,2012-11-05 13:51:58 +0100,QQmlPropertyCache: adding setParent(),2,6,0
1967c147373be39f3e9f38967044812ce13ad10e,Laszlo Papp,2012-04-02 22:20:17 +0300,"Use the relevant ""\since 5.0"" entry (proposed to public since 5.0)",1,1,0
4e542d958a8fa81c91e55c1358e15c84e34d15de,Thiago Macieira,2012-08-03 11:40:35 +0200,ICU: Mark which functions are threadsafe and which ones aren't,3,20,14
13d099a8646f01c4b4e8cb1873b99ca6d4eb0755,Martin Smith,2012-02-17 14:03:11 +0100,qdoc3: Allow \qmlproperty to override the property signature,10,435,109
9f838153e690ba8f8a44d6a874bc90a9b7b24b6e,Adrian Carpenter,2012-06-27 13:17:31 +0100,Removed flags from SSPI calls which prevented the NTLM authentication from working,1,2,8
0753bba721151577ed138a8fd553c267604f89fe,Thomas McGuire,2012-06-29 13:48:28 +0200,Use \sa links to link to the C++ documentation,1,111,98
89d6599de9092ac1f5e24981e642d87d57f593b5,Martin Jones,2012-03-14 09:50:31 +1000,Reuse QQuickView in GridView table driven tests,1,88,40
a58a4e0c7be87eb29005b84d99d85138491a7067,Sergio Ahumada,2012-10-25 18:33:58 +0200,Remove stale QT_MODULE() usage cases,10,0,20
0de7440cc6ba0403588d1b5f8a6a557c7216334a,Friedemann Kleint,2012-10-08 16:10:14 +0200,Windows: Filter out events sent during DestroyWindow().,3,7,2
9c75a547a0eddd8913ec5f1a49b5ba5749f50973,Thiago Macieira,2012-05-02 12:55:49 +0200,Remove references to to/fromAscii in QString and QByteArray main docs,5,125,139
0ae8aba9d485a2e0f677e3ef3bcb4eaa5336a7a8,Denis Shienkov,2012-05-03 23:00:06 +0400,Prepared a first manual test example.,8,355,1
96bf9b181cf06695dc439674be79a126997cb9eb,Rafael Roquetto,2012-07-18 14:01:08 +0200,Fix auto detection in configure.exe,1,9,5
3651ffe993a9243a89fe965fedee9315f3ab68f4,Jonathan Liu,2012-12-17 23:15:57 +1100,Fix Math.pow implementation with MinGW-w64 https://bugs.webkit.org/show_bug.cgi?id=105087,2,36,0
e8df0eaa0158fcb2c4bf3f7aba544cedf107a113,Kevin Ottens,2012-05-03 11:37:23 +0200,Add support for the pressure sensor,4,162,0
166e66496114975b9580e489b16963191fd4f600,hjk,2012-12-04 12:34:19 +0100,Centralize and fixup qtsvg example sources install targets,266,9128,9174
978937ab4a44179224a3021f89555bfa988fe687,Thiago Macieira,2012-04-02 20:52:28 -0300,Make the CPU detection much more efficient in user code,5,87,65
8a68ac29335a8827908629f7f9d5804abe874004,Laszlo Papp,2012-05-27 17:09:47 +0300,Do not use a temporary variable unnecessarily while returning a retval,4,13,26
b51296c06433d4923e4dcfd2bc104ae3ab67fb43,Bradley T. Hughes,2012-02-03 12:28:13 +0100,Add SHA-224,7,2115,3
87fbe79af2ecde090880d145a1ea9d66418ac734,Jiang Jiang,2012-07-05 11:20:40 +0200,Do not delete m_blitProgram more than once,1,0,1
3f68acbd36c96fbfda84b84b156c8028d376ad85,Martin Smith,2012-02-16 10:40:14 +0100,qdoc3: infinite loop caused by mysterious input sequence,1,1,1
3ef9138efd0e74283a9092a7ecae77c61d345048,Friedemann Kleint,2012-07-17 09:54:19 +0200,QtPrintSupport: Replace remaining Q_WS_ conditionals by name checks.,3,4,16
053676a80e6fd3d415fd1915968b22bd5fb87704,David Faure,2012-01-02 23:36:05 +0100,QStandardPaths: add GenericCacheLocation.,5,17,6
fd7b3ffe5cbedb180f7cfb9975437f0eb285d05a,Sergio Ahumada,2012-10-29 23:21:35 +0100,test: Remove QSKIP from tst_QPainter::drawText_subPixelPositionsInRaster_qtbug5053(),1,5,3
7e973ea4a883a3af8d9d4dab0e125e254305ff23,Damian Jansen,2012-01-13 12:08:20 +1000,Use QGuiApplication,10,92,92
056d9b57cee7476cdb6e901334c9f8e3992f5105,Joerg Bornemann,2012-12-03 16:19:03 +0100,dumpcpp: properly clean up temporary metaobjects,2,18,6
3c19a66a0f2d121d7d1c8fae32afa34c6282e39b,Matthew Vogt,2012-03-20 09:53:24 +1000,Remove include of QStringBuilder header,1,0,2
884bc89e9fe765a7be245b3009339f999936a761,Matthew Vogt,2012-07-17 11:14:43 +1000,Allow QQmlPropertyMap property updates to be controlled,5,103,13
ba43d50b31098b0e76d2c5797b997b1dcd3f3441,Lev Zelenskiy,2012-03-22 17:10:19 +1000,Fixes to qmediaplayerbackend integration test: use ogg video on Linux.,2,38,9
772d748b95c068d93fce1d681a457ae97019ec40,Bradley T. Hughes,2012-03-28 11:36:10 +0200,QWindow: add windowModality as a Q_PROPERTY(),2,23,8
0f60374b5510642659f9778e47cb1204b0fd6ec7,Simon Hausmann,2012-04-16 19:49:10 +0200,Fix undefined behaviour when deleting sensor filters,1,1,1
55d7ff19c71975189632c75ecd78cc1323a3ac43,Martin Smith,2012-02-07 12:19:46 +0100,qdoc3: Added excludefiles variable to qdoc config variables,6,86,31
80051eaddc1131503e4dc40300d79e68fefb69e5,Lorn Potter,2012-06-22 14:47:25 +1000,enable the dtap sensor tests,1,2,3
053cf8ccb7de0c72b9aea47937876a03c99fa938,Friedemann Kleint,2012-06-25 12:58:01 +0200,Clucene: Fixed MSVC2011 build.,3,10,12
4dd2de9c7676220d2ac47f679ae05719078da0d0,Weng Xuetian,2012-06-24 19:16:21 +0800,Move QPlatformInputContextPlugin/Factory to QtGui,13,332,335
8e960d68a98a3e77108984c73c749e0c2e435d73,Jeremy Katz,2012-07-26 17:09:08 +0200,Fix QUrlQuery qdoc errors,1,28,5
314e590d67db08690b31930e53ca61cedfc4d1e2,Peter Hartmann,2012-04-22 21:20:27 +0200,QHttpMultiPart: supply new line at the end of the body,1,2,2
98437f0e2edde7f5e49e1a6bea27ef130b58bee4,Thiago Macieira,2012-08-17 18:11:52 +0200,Add a way for QtDBus to force a call to dbus_shutdown,2,17,3
65755f9a68947e774c640ce92c022d677acdcc4a,Eskil Abrahamsen Blomfeldt,2012-11-06 12:22:39 +0100,Fix native RGB text on OpenGL ES 2 without BGRA extension,2,19,3
94a519372021708febd890d0cfe5c4be70948970,Andrew den Exter,2012-07-03 14:00:25 +1000,Use unique port numbers for http servers in auto tests.,8,30,25
e8664368c608913cb36d0a80980f8d7fce5e2eb6,Glenn Watson,2012-01-12 10:19:32 +1000,Fix crash when using namespaces for JS module APIs.,1,1,1
a6277bb84d208279abb600f9eae801b3aacecc4c,Stephen Kelly,2012-08-28 13:12:32 +0200,Test metatype registration errors with non-metatypes.,3,22,12
a52c11229a0c55071a43c9352b6c2e9e8ae481fa,Michael Brasser,2012-01-25 10:32:43 +1000,Add additional animation autotests.,4,279,1
2d07d3b4e3036179667a822aa40285d071b76b9e,Friedemann Kleint,2012-11-07 16:23:32 +0100,Add a QEnterEvent containing the mouse position.,18,138,57
abc1cca4c150bf5aa49712aa2cc072dd80d0f383,Casper van Donderen,2012-03-05 15:46:03 +0100,Use some of the renamed qtdeclarative classes.,2,6,6
058c029b1e035bc00447e846e888a7935c8f1902,Giuseppe D'Angelo,2012-12-16 21:19:24 +0100,Remove useless QVERIFY(true),1,0,2
ac16d722140661cd21949ca321b659ba2c359388,Girish Ramakrishnan,2012-05-21 14:59:00 -0700,eglfs/pi: update handles are 'local' variables,1,3,2
a5e3e9eaf16e4b146659f4f5b9227fb2435ee8f2,Gatis Paeglis,2012-08-06 15:31:11 +0200,Don't let mimeData return 0.,1,25,12
f930e088fca4150ed61b1bfca0ec2ad139743a67,Venugopal Shivashankar,2012-07-19 15:44:36 +0200,Moved doc under src to fall in-line with the new modular structure,163,4565,8383
c671cf25b2a0a52eeeb4ade7ff0d5d81a5d61a94,Maurice Kalinowski,2012-11-20 13:10:46 +0100,simplified example,2,0,10
5b76b0de4848912cb9901524ff07d03bc9b71a5f,Gunnar Sletta,2012-02-08 10:19:39 +0100,Make use of the new maybeAdvance animation logic inside the animation system,1,1,1
8bd497a614be0c469d9729861b4815aeb83d2597,Andrew den Exter,2011-12-23 16:04:44 +1000,Fix crash in TextInput.,3,43,7
e1189131ddea3792bc2ff5e6e4c734c8370f8f9a,Girish Ramakrishnan,2012-04-16 18:04:52 -0700,include QWindowSystemInterface explicity when needed,3,3,0
75c649276a9bbcb2e593d6c6f78d77417dd05891,Stephen Kelly,2012-08-08 10:23:04 +0200,Remove the use of the QWidgetStar metatypeid.,6,165,14
a4573dd927991937751f1e56cc02f7946f4f182b,Thomas McGuire,2012-08-14 14:17:10 +0200,Immediatley delete QV8QObjectResource objects to reduce memory leaks,1,6,2
dd904c3c48c9c153a7904b0ee4da0251dd3cb9b4,Oliver Wolff,2012-10-29 14:32:23 +0100,move QSharedMemory autotest from qtscript to qtbase,6,1058,1
